y,age,year
-6.32665760223081,0,2017
-8.0854107749907,1,2017
-8.75291552493731,2,2017
-9.08812273925193,3,2017
-9.15207146385221,4,2017
-9.70463669379096,5,2017
-9.58140405336701,6,2017
-9.64112328806864,7,2017
-10.3190029964978,8,2017
-9.86426683938285,9,2017
-9.90348755253613,10,2017
-10.20459264532,11,2017
-10.031320924046,12,2017
-9.55283068092296,13,2017
-9.21034037197618,14,2017
-9.37285930147396,15,2017
-9.01148951323102,16,2017
-9.20039004112301,17,2017
-8.85266592770437,18,2017
-8.75926475261597,19,2017
-8.56848648580379,20,2017
-8.61150387088748,21,2017
-8.43101549517518,22,2017
-8.63372700767219,23,2017
-8.56323712991764,24,2017
-8.3432398842928,25,2017
-8.36018944260657,26,2017
-8.3432398842928,27,2017
-8.31834233267107,28,2017
-8.2170885989659,29,2017
-8.17715588863053,30,2017
-8.09192545601189,31,2017
-8.06611757205602,32,2017
-8.07571764578504,33,2017
-7.83915964866634,34,2017
-7.80915739836254,35,2017
-7.80915739836254,36,2017
-7.75872654473565,37,2017
-7.68428406848113,38,2017
-7.61906643016975,39,2017
-7.37456401733135,40,2017
-7.39226359443075,41,2017
-7.2672914552019,42,2017
-7.15878403378588,43,2017
-7.05974163598002,44,2017
-7.00757561426435,45,2017
-6.8968153389438,46,2017
-6.82802031096328,47,2017
-6.69506618557179,48,2017
-6.61508566501932,49,2017
-6.53895415524556,50,2017
-6.46692302703668,51,2017
-6.3642688729766,52,2017
-6.28664130132202,53,2017
-6.24146555259207,54,2017
-6.20366815838386,55,2017
-6.07964023801171,56,2017
-6.03437204811926,57,2017
-5.95339834630153,58,2017
-5.89470087867567,59,2017
-5.81784743094417,60,2017
-5.76832099579377,61,2017
-5.67170258119279,62,2017
-5.58733366201295,63,2017
-5.50583366197655,64,2017
-5.38977497703687,65,2017
-5.32076749538563,66,2017
-5.23665798616131,67,2017
-5.15283269980606,68,2017
-5.02341662846099,69,2017
-4.91659865216987,70,2017
-4.9325637586761,71,2017
-4.76839524709106,72,2017
-4.65215697721243,73,2017
-4.57309029252468,74,2017
-4.42184912886105,75,2017
-4.3293582861068,76,2017
-4.18935878582578,77,2017
-4.07660288074594,78,2017
-3.88825765187788,79,2017
-3.77278293833664,80,2017
-3.61047501073975,81,2017
-3.49416829967406,82,2017
-3.3370120478879,83,2017
-3.17627141978585,84,2017
-3.02957865433782,85,2017
-2.87070443387071,86,2017
-2.7433561868097,87,2017
-2.58211382775612,88,2017
-2.44734500443461,89,2017
-2.28369464631402,90,2017
-2.14635087096341,91,2017
-2.02121791760004,92,2017
-1.87368344537796,93,2017
-1.75578826077029,94,2017
-1.60503760798962,95,2017
-1.48877015270913,96,2017
-1.34137835849906,97,2017
-1.27437023317049,98,2017
-1.15819988588048,99,2017
-0.894902751900787,100,2017
-6.31830333476096,0,2018
-8.11506698457359,1,2018
-8.78507263657184,2,2018
-8.9327086353779,3,2018
-9.44606270549725,4,2018
-9.70463669379096,5,2018
-9.39666995016768,6,2018
-9.77245929012972,7,2018
-9.84521864441215,8,2018
-9.75506754741786,9,2018
-9.86426683938285,10,2018
-9.64112328806864,11,2018
-9.45880173127468,12,2018
-9.38469375912096,13,2018
-9.24079957946089,14,2018
-9.15207146385221,15,2018
-9.07057842960102,16,2018
-8.77855795555064,17,2018
-8.94797610750869,18,2018
-8.56848648580379,19,2018
-8.37309284744248,20,2018
-8.56323712991764,21,2018
-8.41734785644652,22,2018
-8.50724286056307,23,2018
-8.60602440512285,24,2018
-8.44023215028011,25,2018
-8.36877318629796,26,2018
-8.42188301161191,27,2018
-8.26255097304266,28,2018
-8.24335652578651,29,2018
-8.12853520162445,30,2018
-8.2023824515762,31,2018
-8.01339218258721,32,2018
-8.05031945517943,33,2018
-7.94904250103098,34,2018
-7.8700899493577,35,2018
-7.82154913065771,36,2018
-7.73329164758783,37,2018
-7.66918130029538,38,2018
-7.54263355141811,39,2018
-7.40369229025438,40,2018
-7.39714562202806,41,2018
-7.31122238442763,42,2018
-7.19543735143392,43,2018
-7.10377016290809,44,2018
-7.00096766070432,45,2018
-6.88501579201265,46,2018
-6.8142649358948,47,2018
-6.65699656063495,48,2018
-6.62332849925103,49,2018
-6.49697100939637,50,2018
-6.48052867909246,51,2018
-6.40879982778663,52,2018
-6.29311032657715,53,2018
-6.21011819314934,54,2018
-6.19922699638389,55,2018
-6.10083308416335,56,2018
-6.01003593269342,57,2018
-5.98747252583844,58,2018
-5.87563898160239,59,2018
-5.80747771099497,60,2018
-5.76385100112232,61,2018
-5.63631075954119,62,2018
-5.59726263127853,63,2018
-5.52722751275658,64,2018
-5.43322112901284,65,2018
-5.33789014166786,66,2018
-5.23948258082714,67,2018
-5.12486838825768,68,2018
-5.05052022779517,69,2018
-4.93840766009937,70,2018
-4.81354828510183,71,2018
-4.84711436676602,72,2018
-4.67152368653811,73,2018
-4.53219857353227,74,2018
-4.45882128965295,75,2018
-4.28192793813776,76,2018
-4.20928414432692,77,2018
-4.06750790826854,78,2018
-3.93918867350092,79,2018
-3.75433572959255,80,2018
-3.66235437517458,81,2018
-3.49720180239596,82,2018
-3.36407502236041,83,2018
-3.20103590673987,84,2018
-3.04041588118063,85,2018
-2.89916833457972,86,2018
-2.72460650341793,87,2018
-2.61509278688148,88,2018
-2.44517452896438,89,2018
-2.32170675220163,90,2018
-2.14468431074177,91,2018
