"","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"A50",-5.08870494951818,-5.12554122259761,-5.16413618508202,-5.20756300327957,-5.17804853415709,-5.21213967030698,-5.21195620089999,-5.20756300327957,-5.18767084646097,-5.20701520814125,-5.19018070794346,-5.20939115735364,-5.31465002116893,-5.32712844840216,-5.44496294688952,-5.40545724210594,-5.49384575082927,-5.49969942608073,-5.49676830527187,-5.48561126496855,-5.49360258973385,-5.48585249039488,-5.51572738601449,-5.56410749258372,-5.51225343711133,-5.48923577056751,-5.48296161871164,-5.53835278553246,-5.53733626702054,-5.56072163181555,-5.56176221463577,-5.61632119888621,-5.65642190329636,-5.69849647022696,-5.71352982611108,-5.69730350855849,-5.71050502041703,-5.75876678298896,-5.70869451901722,-5.80847654577087,-5.85100719441273,-5.88890795878289,-5.91302312080142,-5.88458518548089,-5.96346035069838,-6.00556347148748,-6.01125917443616,-6.00030349577519,-6.03688041063846,-6.04275784149553
"A51",-5.00803866824899,-5.06546113638003,-5.09276768363488,-5.10291507021555,-5.10012246059779,-5.1387527968767,-5.14697061405351,-5.12908104930274,-5.13009473413358,-5.1361985170716,-5.09325632278459,-5.12151099044219,-5.1524869183365,-5.19937741869313,-5.27381989494765,-5.3527735523441,-5.35150719506216,-5.45263472693239,-5.41822766322059,-5.4076859036034,-5.39262804601928,-5.44844282512567,-5.342896409946,-5.41755145447173,-5.48296161871164,-5.405012105219,-5.42320054869473,-5.45660994554263,-5.48127912822941,-5.50165829056607,-5.47219467655933,-5.53277467776252,-5.51498195176454,-5.55166242659537,-5.62072891952092,-5.64759119500646,-5.64221711899805,-5.66158542595641,-5.65756705085924,-5.72449551625374,-5.75465480502996,-5.78901361901886,-5.84580697468562,-5.89107637307671,-5.88818619765448,-5.92792652630399,-5.91487394494627,-5.90235537203621,-5.90859506928569,-5.91265336668369
"A52",-4.93422996289385,-4.98088233594691,-4.9750751186977,-4.99436832163238,-5.05427375112609,-5.04538203042609,-5.05631280759291,-5.08095046801128,-5.05694104697277,-5.05961547631797,-4.99643657469644,-5.04336511871917,-5.04864873629447,-5.07982461344925,-5.17663084829144,-5.21158936303821,-5.26140701252794,-5.27225983222875,-5.3308405582536,-5.3187241763257,-5.31140260609669,-5.29134175281161,-5.34247826233381,-5.32774617723885,-5.31526008727835,-5.37131825943253,-5.29831736654804,-5.34666762748908,-5.37045804432572,-5.38343961996487,-5.38474709454642,-5.41305504401846,-5.42706024244076,-5.50558756870596,-5.54857521035382,-5.52546893925979,-5.52046141752916,-5.56410749258372,-5.53581342408665,-5.65356475849558,-5.66619771432893,-5.70508332038925,-5.73744267614884,-5.7597181069865,-5.80183641513159,-5.78315041003977,-5.83002620123045,-5.83241161725338,-5.80150556318482,-5.79655587480856
"A53",-4.85542802979387,-4.89325233846121,-4.93200897364107,-4.936455895922,-4.96327472273642,-4.98936315882072,-4.98233942494141,-4.95785310865729,-4.96470636220786,-4.98175633454588,-4.98394467884321,-4.95302698147594,-4.9980646369224,-5.00520009160632,-5.04088833726728,-5.08223871295595,-5.15075980219042,-5.20064633937459,-5.21636878390087,-5.24914632254159,-5.24363980525734,-5.27128602749701,-5.20300718674371,-5.25315281459366,-5.23440404080438,-5.20957415671365,-5.28283779569965,-5.21784398239816,-5.29154038226901,-5.26875856430649,-5.27733896016284,-5.32384032377912,-5.35743063104054,-5.38474709454642,-5.40590257722797,-5.45567317732424,-5.44449987672612,-5.47267075369281,-5.45590728712281,-5.55527626635698,-5.55501770139109,-5.62432455332149,-5.62128125314446,-5.64447636875879,-5.68958375525639,-5.67548660550135,-5.70388247965653,-5.75749975716219,-5.71292413257348,-5.69909348517007
"A54",-4.78369894454335,-4.78453611495641,-4.87030829400498,-4.8591596174734,-4.90330671634373,-4.90425030339224,-4.92979290625216,-4.90492483967414,-4.92565097019126,-4.94456669412655,-4.88184637926334,-4.8798702242167,-4.8939194944003,-4.90925267980765,-4.94414555282742,-4.96886974486379,-5.0570981685066,-5.07549386644475,-5.10192855254265,-5.1133326923346,-5.14869119259222,-5.17186094259548,-5.1690450308439,-5.16693828849166,-5.18142361507654,-5.10687090197708,-5.11051087952351,-5.23440404080438,-5.14216868405811,-5.21287388473057,-5.21195620089999,-5.25602445435779,-5.23910550691619,-5.30112129388077,-5.32651110091882,-5.34206028949596,-5.37627890801775,-5.39350755355179,-5.38955584698231,-5.43965054266468,-5.45146854604221,-5.49384575082927,-5.53201643180176,-5.59645389690368,-5.59295691956732,-5.59107898474312,-5.61797181824309,-5.63546983447411,-5.6048425268013,-5.59483838766702
"A55",-4.69367358457949,-4.74121903045137,-4.71800299426244,-4.75983766600023,-4.77964262783865,-4.81589121730374,-4.82743911989164,-4.82718936964059,-4.81391785701857,-4.83735448195445,-4.80630765703969,-4.8108422563903,-4.8517103151087,-4.84342737511235,-4.84127233846669,-4.88105544856036,-4.89873620159885,-4.95373524696344,-4.97203977633689,-5.00923627318255,-5.00326253976684,-5.10176422750736,-5.03980667139654,-5.08514334627132,-5.07054454685017,-5.10406723888881,-5.00073446941899,-5.05993058582113,-5.16029606865066,-5.0675231563033,-5.12033855918822,-5.15733877328846,-5.15925131842504,-5.19071935595002,-5.21544788872574,-5.23628197562858,-5.28087045294432,-5.25468332952798,-5.34331473247877,-5.38714858025465,-5.3734720401488,-5.43139172077338,-5.46366381913603,-5.48272108954632,-5.46602621097415,-5.555534898196,-5.56567407253857,-5.53987950338626,-5.51821618769736,-5.51200575909149
"A56",-4.57367151892872,-4.61028323537491,-4.63810668623436,-4.63924416632184,-4.71219875874661,-4.71554324346946,-4.76159010525939,-4.76264304481266,-4.74270960001015,-4.77122477031817,-4.72745082069692,-4.75193156738349,-4.72553154265927,-4.79270530983493,-4.7769079492424,-4.79451635771901,-4.82931423763588,-4.80630765703969,-4.89980973900737,-4.87711015149126,-4.94302337568624,-4.96070292534805,-4.97826491406581,-4.98584512528904,-5.00579701745601,-4.97247283300191,-4.99702829069004,-4.95799540677208,-5.00430537040139,-5.11150590448123,-4.99377817702983,-5.08352861961658,-5.05772690163011,-5.10786230985736,-5.12352407617487,-5.16606178742757,-5.18427465050738,-5.19865304343509,-5.23421644114151,-5.30998517141572,-5.31201069368004,-5.31526008727835,-5.34039014296994,-5.36895444614748,-5.411934093335,-5.40167987954319,-5.41980726413575,-5.42615073805792,-5.43757943388154,-5.41148606465367
"A57",-4.45847580683729,-4.50369721705746,-4.5306194547238,-4.61916769563194,-4.62905312645142,-4.65541140242484,-4.65741129783378,-4.67216505481237,-4.68302362519296,-4.69498549031046,-4.67623663442195,-4.68887793506158,-4.70930922572924,-4.68768260756256,-4.71520829119703,-4.66992206321779,-4.72462962602542,-4.74477714037451,-4.77536556298421,-4.78909302414902,-4.78262361138519,-4.88581044365083,-4.85440107206562,-4.96270264034095,-4.93339651375545,-4.90559983126237,-4.88382644723256,-4.95260226284565,-4.899675483788,-4.9581377251385,-5.03780096216903,-4.95543713363149,-4.96327472273642,-5.03656867612276,-5.02737461810055,-5.05584188693433,-5.09488684654385,-5.08482019228563,-5.0903280630055,-5.19413754763837,-5.21747497870394,-5.23459167566749,-5.24895593701031,-5.28441446137905,-5.31974531396166,-5.33104719117096,-5.34018157064674,-5.35108543208669,-5.33789014166786,-5.32712844840216
"A58",-4.40043503435724,-4.40329112997861,-4.43096480979639,-4.46584312076699,-4.53154804611748,-4.52147262696652,-4.58389805071255,-4.56258973845297,-4.59988418155885,-4.64121195733536,-4.59205654684271,-4.61300076510328,-4.64620053554608,-4.65793825152675,-4.63666085307946,-4.64297590072399,-4.62813179762544,-4.64964467608992,-4.64276821640341,-4.67227198952883,-4.70598549122691,-4.74857876928345,-4.78202670335099,-4.79839092365105,-4.88369432065511,-4.81687935967664,-4.81823965173083,-4.80691924044814,-4.88899304811415,-4.8024023555178,-4.84038631853657,-4.96570973074326,-4.87475042307589,-4.92537545014543,-4.9548695161904,-4.97768419395657,-4.98921632672296,-5.0054985099911,-5.01449272442356,-5.0570981685066,-5.12084086141728,-5.16203974825549,-5.14989736142976,-5.18677599181513,-5.23590610642664,-5.24250430172882,-5.23459167566749,-5.27148071259448,-5.26449581807253,-5.24307189232206
"A59",-4.27593838387952,-4.33346506805945,-4.34426852907128,-4.38724020172677,-4.4364405827136,-4.45313603013259,-4.45416731245156,-4.49883015021677,-4.52839434718604,-4.53564412333948,-4.52119675221191,-4.54576984270664,-4.5486008345002,-4.55466720381498,-4.58389805071255,-4.55428697567352,-4.57697153162941,-4.56537271611402,-4.566911473871,-4.55466720381498,-4.58291957705327,-4.66068289591835,-4.63202764015797,-4.74719468601751,-4.70322412646348,-4.7658085319509,-4.72429161689595,-4.76745384904554,-4.74846335581457,-4.83006527034111,-4.77524701636561,-4.79608859000756,-4.86614541561131,-4.83470914439116,-4.8813190226262,-4.88594285013894,-4.88806374170808,-4.9167351989032,-4.91115201561131,-4.97594405430633,-5.02417656466292,-5.06292908881739,-5.12941883008622,-5.07902120696272,-5.12756244612555,-5.14233978509368,-5.14542462044489,-5.15387076218301,-5.15490990325331,-5.15751248995702
"A60",-4.21272277496123,-4.20854402654713,-4.2873712146325,-4.27421313005499,-4.34019395107195,-4.36104822828869,-4.41902262436061,-4.34611909633546,-4.44407226564576,-4.45313603013259,-4.45787149896721,-4.45219162139101,-4.47405420813055,-4.49246669607501,-4.49371826069395,-4.4990099901597,-4.49023564789599,-4.47063929303049,-4.46323669009942,-4.47633731414512,-4.4955985495588,-4.5153294819883,-4.55115559768185,-4.59432916281022,-4.65173782180443,-4.63130884359779,-4.67398450198845,-4.66322311743671,-4.70377578974221,-4.71990786345851,-4.73107360287725,-4.69959076160758,-4.71901100241185,-4.84279305856714,-4.73950189878338,-4.79427469507888,-4.82108989221298,-4.82245592781814,-4.82868880763238,-4.87592959124396,-4.90898164036976,-4.94808311943929,-5.006394299839,-4.98862921383364,-5.02920667968169,-5.00014055700361,-5.03503045093098,-5.09815589162575,-5.06911222385523,-5.02951234986594
"A61",-4.07008131008642,-4.13535407432268,-4.17034046925002,-4.22550163292394,-4.21848023320626,-4.27450046573687,-4.29225905949053,-4.30262413188777,-4.31175458168855,-4.37644225637998,-4.36694099725584,-4.36946585262902,-4.38402863734455,-4.4254353050909,-4.42226546593356,-4.41397148125653,-4.43897801112402,-4.38282695484465,-4.40582764485983,-4.38154674983703,-4.39507134819469,-4.42451668629483,-4.42118334987508,-4.47554641819459,-4.52589700509358,-4.53882080544656,-4.55580875645037,-4.62221462059735,-4.62547493932846,-4.64672161314633,-4.63583560029898,-4.68866049648712,-4.61592784264105,-4.66704558970618,-4.78657216572266,-4.69882174206955,-4.72903417321048,-4.7213669803906,-4.73164085004204,-4.78969416633725,-4.80142840852092,-4.85581341100489,-4.8846195735134,-4.92125173296157,-4.94288319204544,-4.94078279219742,-4.93367425296013,-4.96915751464995,-4.9681506824901,-4.93575975945115
"A62",-3.98308945386201,-3.98534666984699,-4.06406757133783,-4.08715050164186,-4.13111228641432,-4.16459536743317,-4.19617797210377,-4.1989720133041,-4.2579699860119,-4.2675557447881,-4.28069823708946,-4.29379600127952,-4.33118144066831,-4.33605949912175,-4.35099319209371,-4.30781009698504,-4.35518998072032,-4.32594880445418,-4.31294843349428,-4.31197832036271,-4.27098627988489,-4.32791730902685,-4.3235313370836,-4.34936585243433,-4.41133186906647,-4.43559620201664,-4.47291460686762,-4.48979003494802,-4.54992471176211,-4.5791126516688,-4.57125196778463,-4.55981448426729,-4.60387103025647,-4.56105761136977,-4.60377116507438,-4.68054049301287,-4.63295256700054,-4.63470198859413,-4.6375900772442,-4.70676004174972,-4.72282822945632,-4.75471482326811,-4.76475225581256,-4.81935399593083,-4.84152563127453,-4.85273451184398,-4.86588581021006,-4.86420001586671,-4.8850163726721,-4.8208417224636
"A63",-3.86728867408798,-3.91352413155441,-3.94873885836481,-3.99752642904209,-4.04070901305619,-4.07383630159075,-4.09384468718045,-4.11029103405179,-4.13454175197351,-4.15415826292396,-4.16982270339806,-4.22174620875681,-4.2253648246605,-4.25924279059612,-4.24959584749339,-4.24484192355146,-4.25825269150534,-4.23900046048757,-4.24282136895355,-4.2141421256777,-4.22975199923222,-4.21963571336881,-4.24275176742229,-4.27284941191793,-4.31227671648578,-4.34027067643355,-4.34758656136034,-4.40468132523869,-4.44645849483327,-4.50623023813319,-4.47853753505473,-4.50568690750314,-4.47352807693638,-4.52312947565188,-4.49130592983904,-4.5265438655329,-4.61957341629884,-4.55400189941369,-4.55314715792094,-4.59968525575752,-4.62129956791798,-4.65698993471789,-4.68507956921639,-4.69739513003061,-4.73573455600921,-4.73368560822352,-4.76123937163798,-4.77311557683754,-4.76757147534691,-4.7577387846327
"A64",-3.73488150867573,-3.78830207843839,-3.85649369563567,-3.86733648780574,-3.91708579977061,-3.97427081890767,-4.02737774179117,-3.97656152656572,-4.01688364604432,-4.08554340626903,-4.09732901126306,-4.07407145738255,-4.15568819246315,-4.16228084923393,-4.16575463851038,-4.18501352913694,-4.17481736237215,-4.16685074100898,-4.17462229751246,-4.14509063794005,-4.1129770743701,-4.17566308339969,-4.13654250292229,-4.18055625904117,-4.20834227127559,-4.22106491700134,-4.26435027137346,-4.27709020892947,-4.36962386795684,-4.37811429785397,-4.44603196464979,-4.4364405827136,-4.4288667015197,-4.42193238240978,-4.45692260952789,-4.42060115665366,-4.47501950152305,-4.56422019965914,-4.46453905624835,-4.4999096753306,-4.54416916443069,-4.54727870757231,-4.57076875927076,-4.59879057902405,-4.62639382243972,-4.65131884201407,-4.64880864301792,-4.67698847377856,-4.69761447637937,-4.65667402885521
"A65",-3.65440073569769,-3.67580529462666,-3.75194705758151,-3.76563091721308,-3.84095894699714,-3.84961174530675,-3.89065297969195,-3.88625779754212,-3.916081228889,-3.97848337212842,-4.00446729581943,-4.01693917537771,-4.01549641390442,-4.08263340629409,-4.08097434328393,-4.10651836315381,-4.09186763234721,-4.09492473048717,-4.09198734264842,-4.06990564034508,-4.05560473390617,-4.06104519182117,-4.08275201618629,-4.07748744515568,-4.13148583890278,-4.12701239248649,-4.13217104776256,-4.20699827537407,-4.25839407422861,-4.31048767389157,-4.30225473289572,-4.37112626020559,-4.34890138424205,-4.37699929295986,-4.36175352983433,-4.39353257486008,-4.37811429785397,-4.3884472024768,-4.46897983153783,-4.40771374160987,-4.44543512786693,-4.44962048524713,-4.50306496305094,-4.51954310002065,-4.53695094701095,-4.5488843749775,-4.59314280577537,-4.59898932691301,-4.58556365634917,-4.55704691080636
"A66",-3.49397078181451,-3.57458694771745,-3.62279213298651,-3.68305644081115,-3.71764936761005,-3.73865810667708,-3.79717761375911,-3.81213242261335,-3.82346282844867,-3.85545365394025,-3.87723517994248,-3.91557932163092,-3.95466958014962,-3.93360421346175,-4.01267241357808,-4.00446729581943,-4.01184334071036,-3.98464746314915,-4.00457698703875,-3.9763482159847,-3.99339576389388,-4.00875419438792,-3.9599535391857,-4.016217534446,-4.01167760858833,-4.03583040115622,-4.03718948172104,-4.08828297084351,-4.15805142927981,-4.18501352913694,-4.2485452432994,-4.2268707459527,-4.29189346887483,-4.28948391712671,-4.30699337644367,-4.27983112235921,-4.34774115670733,-4.2909435583142,-4.29350306828585,-4.40993240392759,-4.33988710847979,-4.38154674983703,-4.40231097797659,-4.4164524616889,-4.41744657990514,-4.46115642584919,-4.44714132176318,-4.48800956621451,-4.49748238057117,-4.45021982599027
"A67",-3.46375386832842,-3.43495066846755,-3.50011204983659,-3.55830743612207,-3.62718246631102,-3.64658654192368,-3.69204445745709,-3.68971980711163,-3.72932651892912,-3.75943068206497,-3.77186983524474,-3.81476018780794,-3.85512295829533,-3.85905112066204,-3.89826804019581,-3.90907734813958,-3.91542879856298,-3.92531089975508,-3.92192183760739,-3.89723291995551,-3.89354478418237,-3.93242981520581,-3.91282332559892,-3.91552914475743,-3.95107573269185,-3.93800770240014,-3.95336596896253,-4.00441245472149,-4.04002684601251,-4.10597189846308,-4.10749059389212,-4.17105283530676,-4.15875509155097,-4.23395151660852,-4.19478387356086,-4.220724445104,-4.22707627467606,-4.27084310571327,-4.18212714560586,-4.23844590619636,-4.34027067643355,-4.26221898326917,-4.29379600127952,-4.33057335308497,-4.32625139920647,-4.33705326903115,-4.37215551487862,-4.38475034059548,-4.38756192617256,-4.36481559794353
"A68",-3.3282722516476,-3.37754921675645,-3.36491366958491,-3.43690746429623,-3.46056529346951,-3.51408616374077,-3.56939120649155,-3.55623845777456,-3.63647677532089,-3.65978677991066,-3.68456875852685,-3.70326239448139,-3.73366763690407,-3.77230454225906,-3.81018869954688,-3.77074048059426,-3.81830500155439,-3.81889702743866,-3.80910547142146,-3.80142124910035,-3.79437331199478,-3.83705468919084,-3.82791166280949,-3.87160109092923,-3.84937689877788,-3.8667150877236,-3.86533027743616,-3.92536156986733,-3.94129734813214,-3.98148027044337,-4.00556474983651,-4.03809656268351,-4.09216693497433,-4.08834261002647,-4.14755548355517,-4.16061257807383,-4.17696559091044,-4.15047056800223,-4.14749220643299,-4.12280576704414,-4.18461944046189,-4.26392365020658,-4.20632695418881,-4.22995812105095,-4.24268217073507,-4.24665693277572,-4.26122593452818,-4.28214510126431,-4.27622621578767,-4.27148755097563
"A69",-3.23747267940062,-3.25494351403008,-3.31255483575219,-3.29992320372152,-3.38348517306358,-3.41130832541288,-3.46493622262916,-3.45238541843159,-3.50024453526339,-3.56889440023577,-3.58845510128706,-3.62590465495255,-3.58469963520427,-3.66508480554822,-3.70529342938219,-3.69832391294194,-3.69248594970805,-3.73483962649032,-3.71608622455215,-3.71165690180392,-3.71946238059173,-3.74735638387291,-3.72687212162403,-3.76123511630608,-3.77696777443528,-3.75279949988017,-3.77487316728091,-3.79601932967184,-3.84810967968449,-3.88033055869566,-3.89437957025555,-3.94145181611896,-3.93846965544313,-4.02105692645228,-4.01988665130409,-4.05647090979402,-4.07660288074594,-4.06990564034508,-4.03997001975877,-4.09630648553564,-4.0736012010842,-4.10706512663148,-4.20311087101476,-4.12819094300593,-4.15422196327752,-4.1677543166481,-4.16472410898468,-4.17527266173934,-4.18475078609812,-4.13304381136138
"A70",-3.11249083416419,-3.15322854363235,-3.19223389392178,-3.24419363285249,-3.23856845821394,-3.29171537104516,-3.33249255165517,-3.33985772142898,-3.38001335599503,-3.44627843310279,-3.4620307752699,-3.51499337614108,-3.53760146795144,-3.54991783190955,-3.58387100042265,-3.5871174051784,-3.62804779490769,-3.60189474414654,-3.6400892899445,-3.61581488325693,-3.6234288490514,-3.65598641081191,-3.6129930642828,-3.65978677991066,-3.7005877292461,-3.68035588317306,-3.67351804700124,-3.72936817084407,-3.72791138508769,-3.78715402338228,-3.80209294605595,-3.83589564504059,-3.83984188846814,-3.91012480814507,-3.92830483800243,-3.9194001497672,-4.01245126026264,-3.9858848540266,-3.98115874426301,-3.97901787425242,-4.02923120633369,-4.00369979400005,-4.01433262425272,-4.13779500809605,-4.04275831075067,-4.07377752128214,-4.0726026401037,-4.07748744515568,-4.08447344242684,-4.03786971529412
"A71",-3.02027089800115,-3.04654147460731,-3.09024077478847,-3.12149959898948,-3.18165229707023,-3.16925267439488,-3.23798219460794,-3.22381299264802,-3.28573704137542,-3.31767458269089,-3.3440139681347,-3.39275313487949,-3.43827638990358,-3.45564300785188,-3.47518843757392,-3.47270412456347,-3.51294491764483,-3.52079205734781,-3.51086716890808,-3.54128737784108,-3.52516324164555,-3.56482280545196,-3.53225184441179,-3.59280592936787,-3.60053896079088,-3.60226148783349,-3.61162216056859,-3.62974299789036,-3.66547547633492,-3.67900833431867,-3.709122978591,-3.72999315784385,-3.73756562369099,-3.80384147258362,-3.80294441040191,-3.85748747278013,-3.88781831673133,-3.89861331851823,-3.88343554857623,-3.916081228889,-3.91809138082975,-3.94589007493972,-3.92779675954419,-3.95534813016652,-4.01245126026264,-3.94988064798439,-3.9879325995285,-4.00227599440571,-3.97538888104997,-3.93314450205026
"A72",-2.9183268867096,-2.94650411008216,-2.97875716934803,-3.0064494983952,-3.06890529829191,-3.11550729189117,-3.08382059387534,-3.1125807460506,-3.16301547537158,-3.22582491395641,-3.23168248113765,-3.28296111539695,-3.30675121137021,-3.34520464696222,-3.40466338130533,-3.35295022203587,-3.37471125642633,-3.39961862854894,-3.43002904833086,-3.40222791247668,-3.4456823266017,-3.44800601037037,-3.43343135899588,-3.48682063163695,-3.48332977120077,-3.51257596964554,-3.49522238765624,-3.55385917043799,-3.55326523208531,-3.60310550909421,-3.57544363168918,-3.63249912067783,-3.6235787235318,-3.68480775474388,-3.72305690591552,-3.72231215020234,-3.78077546881847,-3.78393766566493,-3.80361713158436,-3.82227371328454,-3.83993492903389,-3.83201106745876,-3.88343554857623,-3.85526467160954,-3.86466243406831,-3.94160630796982,-3.86223334092563,-3.90336063234949,-3.87011360235094,-3.8347379427186
"A73",-2.81571336582271,-2.83150680102945,-2.88349346766414,-2.90064029937296,-2.96086718622791,-2.98615825111972,-3.04248850756244,-2.97846226238904,-3.04320131079604,-3.10307252537466,-3.12636501418944,-3.1693954227773,-3.16254275152804,-3.24140265944981,-3.27812171007891,-3.25652577232011,-3.29133899660192,-3.27804213553742,-3.30320897333395,-3.31712281287525,-3.30081825253431,-3.3668539276397,-3.34028103769488,-3.37886853617909,-3.41261228447745,-3.4028287115575,-3.39821184282179,-3.44640397450023,-3.48737637790405,-3.48186528472961,-3.51546410679098,-3.51890042051837,-3.54242690040089,-3.56889440023577,-3.60350942339643,-3.63841450270772,-3.67446385987963,-3.70006174351651,-3.66492857995815,-3.74969159351069,-3.73550995204225,-3.76848559043195,-3.74274447360615,-3.82763590216798,-3.74693238556255,-3.77819165779463,-3.87554643861813,-3.79517373893185,-3.79552968999234,-3.74502661473694
"A74",-2.72812026415614,-2.73723702253719,-2.75240969520264,-2.80461616907854,-2.84572731823658,-2.86449350698935,-2.91488988570989,-2.91993858016987,-2.90722701296432,-2.99144149213683,-2.97612574391507,-3.02926837477345,-3.05694832022763,-3.11532694923964,-3.16853923797936,-3.14518401072478,-3.18141146088584,-3.16476649922117,-3.19831368215532,-3.20241209883754,-3.22640409128899,-3.22748780171676,-3.22285874617914,-3.27230297325106,-3.32254333003296,-3.31839233890545,-3.3037531170013,-3.34517628098438,-3.36752085530277,-3.38504847992278,-3.39197999261255,-3.44386482798156,-3.4048741326346,-3.47244636769121,-3.48960245667057,-3.50932839828265,-3.5740518926832,-3.57017240104871,-3.58343894165594,-3.60505314406908,-3.66860634927438,-3.67324235333454,-3.70220788432527,-3.67261248165006,-3.7108796943936,-3.65699326525161,-3.68460858726329,-3.77954842102877,-3.68847953409261,-3.64283591561261
"A75",-2.58187580493126,-2.63519479880096,-2.67136153703516,-2.69334879824932,-2.74006732253583,-2.76732261256728,-2.81161233481866,-2.77065459387252,-2.8470364444097,-2.85308753391293,-2.87762928908669,-2.92805493366608,-2.94961233794044,-2.99599230735985,-3.0405413726892,-3.02966141181708,-3.08031025002929,-3.0750569057721,-3.08218380728511,-3.08769406547113,-3.10854269318385,-3.15191835674332,-3.09138451185365,-3.19501282460367,-3.19628297621557,-3.22809317441781,-3.20907401989594,-3.25896891843465,-3.26880163363793,-3.29500121525769,-3.32922096537465,-3.31403851554958,-3.33704018321884,-3.34067629461702,-3.38803439513587,-3.40388097929136,-3.43299769421195,-3.47845646720911,-3.45112319043188,-3.5134146847832,-3.50999713806749,-3.5879487355355,-3.59517055567659,-3.60766819868911,-3.58016855725649,-3.61121495675746,-3.57223484399585,-3.59790593677929,-3.67450328816943,-3.52468792419245
"A76",-2.49549046124765,-2.52239670140028,-2.58420557406723,-2.59380675574436,-2.62358957451214,-2.64640022279052,-2.69530180828004,-2.69678390482832,-2.71614789913983,-2.77939583817276,-2.74982577513493,-2.80245429152953,-2.81566325181333,-2.89171465918461,-2.92518061760305,-2.92153430545003,-2.97166424622029,-2.95144748144369,-2.98108014222168,-2.97422521726956,-2.97164472202493,-3.03582536712044,-3.02811084761801,-3.06553261381327,-3.1055694612389,-3.11799030709434,-3.11462842849785,-3.15353293981804,-3.17280363676582,-3.20897500019094,-3.21810112502563,-3.23607284969672,-3.19620965436929,-3.25101169489827,-3.25660365292917,-3.2883062920862,-3.31996768642947,-3.33336117885859,-3.35380819840835,-3.38180660387022,-3.44280093151723,-3.43361727291827,-3.50759176491028,-3.48914374106619,-3.49988024256674,-3.47923460167109,-3.51930547014248,-3.48793243319682,-3.50153718886312,-3.51240831099816
"A77",-2.3868910420473,-2.43357115629084,-2.45407099316916,-2.49479942229768,-2.53109300680741,-2.55043125694863,-2.60103156089301,-2.56193889345897,-2.62578381379169,-2.65090928741539,-2.67968142705177,-2.66575249597866,-2.69162090415133,-2.76955333369626,-2.80464921109146,-2.793673451077,-2.83828417903606,-2.85532705986133,-2.86813092896027,-2.87054560146503,-2.87052795497712,-2.91577572343806,-2.89653873466761,-2.97840329143222,-2.94167978923441,-3.00098605050254,-2.99293618625199,-3.05378520500261,-3.07876611688356,-3.09076849088946,-3.09652545759074,-3.13100231961796,-3.12036622322213,-3.1200944040708,-3.17450015214865,-3.14518401072478,-3.2282445748723,-3.21331630766297,-3.22476815057304,-3.26869651985216,-3.28825269864602,-3.34143901729133,-3.34169338751442,-3.40562717874154,-3.39147479951403,-3.40225794385948,-3.38333781736139,-3.43675202307602,-3.37544191946244,-3.33462343341251
"A78",-2.28398907571197,-2.30565981511112,-2.38821923698639,-2.35762222892395,-2.46052628106262,-2.42486572770288,-2.4857269861719,-2.45144479476473,-2.5204550740556,-2.55564676109554,-2.55572404184366,-2.61348120499758,-2.57510272892605,-2.65629301432937,-2.67771500130614,-2.66443052374872,-2.70848029357872,-2.72184998158873,-2.75977516759413,-2.76603424980248,-2.77102195026825,-2.77992758594349,-2.78168597706579,-2.83288239882463,-2.89643007248013,-2.88161818247315,-2.87548117496101,-2.94232421685337,-2.98863750107812,-2.98973032135836,-3.00166986622074,-3.00916205066572,-2.9949525775959,-3.03140090283345,-3.04656251727132,-3.06757205077704,-3.08561321836343,-3.11055968138474,-3.10202655837191,-3.13918702596683,-3.18117068268955,-3.19718772129813,-3.27053760819209,-3.25499535167459,-3.30686040253675,-3.28935193867253,-3.32118544369277,-3.30130679884736,-3.31549686347263,-3.20927208872551
"A79",-2.17845778044482,-2.19753162447037,-2.22554998052719,-2.27995313868771,-2.31254452388862,-2.36182567303832,-2.37342609980291,-2.36258990693107,-2.39217068953651,-2.45128233653934,-2.44926541224369,-2.4793819391453,-2.51809535215286,-2.51855444056026,-2.57670619907312,-2.55312553516521,-2.60788817420323,-2.58595646985874,-2.62372743519036,-2.64624509985528,-2.65306498026987,-2.69362967844098,-2.65953150234761,-2.73881357855325,-2.74074902806545,-2.79963931267612,-2.76211575570721,-2.84681239339407,-2.86742701340107,-2.88885291192689,-2.88651918858067,-2.90267918451822,-2.89463884899394,-2.93028166849145,-2.93957880895086,-2.92781197707001,-2.97771555376719,-2.96642593036202,-2.98911422125242,-3.01726239210435,-3.05071658188675,-3.10276084631251,-3.11237845567331,-3.16512181053683,-3.13997222727273,-3.20595959960165,-3.19508605874546,-3.22416478680181,-3.17075254968647,-3.14678774847395
