"","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"A20",-6.6966843089022,-6.84384195323848,-6.8733538522648,-6.89483905371559,-6.94961948308084,-6.96856741837889,-7.03218535736031,-6.99331316734378,-7.11232244472341,-7.05625528730058,-7.07735806336832,-6.99331316734378,-7.01645469590548,-6.97710535711693,-7.13089883029635,-7.00096766070432,-6.95904857336969,-7.1160102178026,-7.1074264741112,-7.16782218440094,-7.19144533016438,-7.21021263701607,-7.19277423401443,-7.29636327002388,-7.32175671811259,-7.24183039100363,-7.37456401733135,-7.34316426346337,-7.42863123860163,-7.37297039149608,-7.53886706862263,-7.57718593292477,-7.45940289726838,-7.46114051716692,-7.56940379248271,-7.58699955437309,-7.51289158221937,-7.50923527101626,-7.5810998322459,-7.66277786326017,-7.64172445406234,-7.66065246394786,-7.76342138903986,-7.81657399601759,-7.71295196335071,-7.78482529770301,-7.75638736238248,-7.854505218341,-7.72646568251743,-7.81162349085773
"A21",-6.70726641823273,-6.81608809045631,-6.85326709369807,-6.9037632577126,-6.95379921748354,-6.99331316734378,-6.99877467736931,-7.06207263936649,-7.05047158118373,-7.05857816871672,-7.01645469590548,-7.11477944841646,-7.08449245748219,-7.11724250384886,-7.15365581741896,-7.08210866612691,-7.07380986331222,-7.08091889799133,-7.18746918178474,-7.1460124681064,-7.24462759562469,-7.30376522831955,-7.19011818995632,-7.32175671811259,-7.36031199462415,-7.24462759562469,-7.35717227461948,-7.42024895984882,-7.29931748192131,-7.43200392308027,-7.42863123860163,-7.38579107992514,-7.46812134830826,-7.53137639689347,-7.54263355141811,-7.42526989089892,-7.42863123860163,-7.52951246345541,-7.46987419713568,-7.49474226371369,-7.46812134830826,-7.52024455652463,-7.56553531570479,-7.48936108480917,-7.69741335992293,-7.69521313901332,-7.64589982547282,-7.55976051621091,-7.7310111448891,-7.64589982547282
"A22",-6.72376844286912,-6.8206605721312,-6.84854341935029,-6.86757348934931,-6.96538439181877,-7.02766557565469,-7.02428909523809,-7.05509586688085,-7.09167811714307,-7.12715584401751,-7.02879360735919,-7.02766557565469,-7.09288076310883,-7.13968733632943,-7.16393868437455,-7.17302375659702,-7.17302375659702,-7.22796054313948,-7.16135803778106,-7.19944537283146,-7.22246602382184,-7.20886037176606,-7.25873220180623,-7.28026928695062,-7.3650401358201,-7.29194825181476,-7.28609171970205,-7.28463293023839,-7.3697907385787,-7.31122238442763,-7.41525311265545,-7.46288116164471,-7.37137930126383,-7.44904011023284,-7.36662116381742,-7.41858090274813,-7.31422088742389,-7.38257046522509,-7.35874090239211,-7.42526989089892,-7.48400870807058,-7.46462484124953,-7.57328729250911,-7.60290446221276,-7.65009270373285,-7.68211251496763,-7.55784297008164,-7.52579498705528,-7.57134365730054,-7.52765199780249
"A23",-6.75075153017247,-6.84948637085816,-6.83543461740251,-6.9157874506794,-6.90975728165281,-6.97603411973543,-7.07145137165293,-7.05974163598002,-7.1025543572872,-7.0367256602791,-7.0265388149721,-7.05741605353654,-7.1665260079395,-7.18879280871525,-7.15365581741896,-7.10987146310427,-7.24462759562469,-7.1447442371184,-7.21836485607762,-7.2544798920677,-7.24883812816103,-7.19144533016438,-7.2115667333638,-7.38257046522509,-7.35404238161056,-7.26585981573046,-7.18614730452683,-7.28172172003093,-7.35874090239211,-7.40863057189496,-7.40205160079692,-7.44560957513605,-7.29194825181476,-7.3697907385787,-7.3841794760308,-7.37297039149608,-7.43538802106451,-7.33087532232902,-7.30228044705197,-7.41858090274813,-7.45075980111236,-7.41525311265545,-7.60491048093962,-7.67778350387804,-7.55784297008164,-7.61500138392158,-7.68428406848113,-7.54263355141811,-7.57914096776057,-7.61095279539558
"A24",-6.7430886574269,-6.81153642124159,-6.85043021236287,-6.92185420336164,-6.95694552317291,-6.99222443560859,-7.04816743269888,-7.08210866612691,-7.07145137165293,-7.1447442371184,-7.09770586294058,-7.20212633958471,-7.13089883029635,-7.21973004400296,-7.27303859745747,-7.20078495776051,-7.2293389031096,-7.1981075799898,-7.2474326465523,-7.22520950976759,-7.2142804392354,-7.27448055877437,-7.26157715393846,-7.30525221744112,-7.38740528527968,-7.28901569839348,-7.2474326465523,-7.22520950976759,-7.38740528527968,-7.42024895984882,-7.33240320650708,-7.25589532047103,-7.33546599603762,-7.34316426346337,-7.41028209993343,-7.40698176690478,-7.3697907385787,-7.3524811010436,-7.21836485607762,-7.3697907385787,-7.38902210050658,-7.48757377423508,-7.50377574881136,-7.59691043827254,-7.56746768345585,-7.64172445406234,-7.67994566688253,-7.63964328785851,-7.63342565124764,-7.77525584668686
"A25",-6.76452111089623,-6.82986874032507,-6.85043021236287,-6.94857727350239,-6.97496402867559,-6.94545714616615,-7.01422752349265,-7.06324018182253,-7.1160102178026,-7.08807883311342,-7.05278105103239,-7.14347761250321,-7.17041958845863,-7.17041958845863,-7.17302375659702,-7.14221259019662,-7.16007020759663,-7.18087720010259,-7.26300267092968,-7.2544798920677,-7.341619861612,-7.19543735143392,-7.18879280871525,-7.25589532047103,-7.32024500202727,-7.25731275515201,-7.23904098891605,-7.3462602411685,-7.31873556777841,-7.3650401358201,-7.32934976902018,-7.44904011023284,-7.32024500202727,-7.45075980111236,-7.43538802106451,-7.3697907385787,-7.47691647976109,-7.38902210050658,-7.3370009157557,-7.3650401358201,-7.43200392308027,-7.40698176690478,-7.45420808039128,-7.47163012383794,-7.61297504077635,-7.5810998322459,-7.78723203773358,-7.6354939043117,-7.59492038786454,-7.68864137385009
"A26",-6.7371689784066,-6.85232057209404,-6.90077966524571,-6.92490143781711,-6.92185420336164,-6.99113688792119,-7.00757561426435,-7.07145137165293,-7.10498744851185,-7.11109620300017,-7.05741605353654,-7.04357500212467,-7.11971164090578,-7.14221259019662,-7.16782218440094,-7.1160102178026,-7.18350878056864,-7.28609171970205,-7.28609171970205,-7.18614730452683,-7.26443022292087,-7.22658408043075,-7.26585981573046,-7.297839285052,-7.30674142099259,-7.30525221744112,-7.28172172003093,-7.30525221744112,-7.3650401358201,-7.33546599603762,-7.34007784126018,-7.37616018686418,-7.27303859745747,-7.38902210050658,-7.43708437431269,-7.43369454055818,-7.40533567599811,-7.3524811010436,-7.3232707229438,-7.36188555907158,-7.43878361006565,-7.52579498705528,-7.51106175554229,-7.60090245954208,-7.66277786326017,-7.64799406707593,-7.74477282996178,-7.60692053186765,-7.6211051668596,-7.61703184147197
"A27",-6.8206605721312,-6.78908374926464,-6.86853456582886,-6.95379921748354,-6.93409925432174,-7.05625528730058,-6.99331316734378,-7.03218535736031,-7.05741605353654,-7.1460124681064,-7.00536810784914,-7.17825252667982,-7.11847631029779,-7.18746918178474,-7.04014446702788,-7.17563472413774,-7.1848271723219,-7.25731275515201,-7.27159871239948,-7.28172172003093,-7.30079786709174,-7.33087532232902,-7.28755264034172,-7.40863057189496,-7.36662116381742,-7.21973004400296,-7.20481451324652,-7.36820469542306,-7.27159871239948,-7.37297039149608,-7.24883812816103,-7.3524811010436,-7.37936018959485,-7.26872514720375,-7.37775890822787,-7.30376522831955,-7.40205160079692,-7.29048090012081,-7.37936018959485,-7.40205160079692,-7.46812134830826,-7.45940289726838,-7.54074853672234,-7.56553531570479,-7.60290446221276,-7.64380996055336,-7.73557736286868,-7.59890445687941,-7.66065246394786,-7.7040432184616
"A28",-6.65855419334864,-6.85232057209404,-6.82709737596468,-6.88893352474155,-6.9632679889124,-7.01534048966207,-7.04701734631564,-6.97069507875601,-7.1013400280548,-7.05278105103239,-7.05974163598002,-7.1160102178026,-7.1025543572872,-7.17432838822368,-7.19677157444705,-7.22520950976759,-7.1665260079395,-7.25589532047103,-7.18746918178474,-7.25873220180623,-7.23764920024323,-7.25024558792891,-7.21021263701607,-7.2672914552019,-7.2142804392354,-7.25731275515201,-7.1981075799898,-7.30079786709174,-7.30972649783605,-7.37775890822787,-7.17694276879775,-7.24462759562469,-7.21973004400296,-7.3524811010436,-7.30674142099259,-7.32630562663896,-7.297839285052,-7.29636327002388,-7.29488943040558,-7.37936018959485,-7.50741211645474,-7.42024895984882,-7.5616817463888,-7.47338913924312,-7.55211229537265,-7.55401887364323,-7.7040432184616,-7.66918130029538,-7.50196251168718,-7.66277786326017
"A29",-6.66559372183217,-6.74989719436656,-6.88403875236482,-6.84478047982075,-6.89483905371559,-6.94961948308084,-6.97603411973543,-6.97282727572585,-7.00536810784914,-7.03218535736031,-7.07027420847991,-7.03218535736031,-7.09649740357901,-7.12964961089591,-7.10864822136153,-7.17563472413774,-7.19543735143392,-7.15493540812459,-7.17825252667982,-7.16393868437455,-7.22658408043075,-7.2293389031096,-7.11847631029779,-7.26157715393846,-7.26585981573046,-7.15749951209353,-7.17432838822368,-7.23764920024323,-7.23210133580551,-7.27159871239948,-7.24322801527027,-7.29194825181476,-7.1981075799898,-7.21973004400296,-7.32630562663896,-7.32478702346177,-7.25589532047103,-7.30079786709174,-7.24322801527027,-7.42694915241864,-7.37137930126383,-7.39064153405889,-7.44732337161378,-7.48757377423508,-7.5810998322459,-7.61095279539558,-7.54641427425801,-7.58502911038579,-7.59691043827254,-7.55592909389935
"A30",-6.67268315680265,-6.67110337764313,-6.75589292967289,-6.93512647577827,-6.86469578952169,-6.93000088792946,-6.95170716651132,-7.01645469590548,-6.97176060895805,-6.95799649541888,-6.87238813514485,-7.09649740357901,-7.12342681545765,-7.11355019196173,-7.11232244472341,-7.1981075799898,-7.16912004311654,-7.12591128878531,-7.17302375659702,-7.17302375659702,-7.23625934595417,-7.19543735143392,-7.14347761250321,-7.22796054313948,-7.27159871239948,-7.20212633958471,-7.13716844330994,-7.19543735143392,-7.15365581741896,-7.25589532047103,-7.17956400227763,-7.19277423401443,-7.2474326465523,-7.21564005875144,-7.27016089762985,-7.20616131479689,-7.25873220180623,-7.25731275515201,-7.24043471736465,-7.35717227461948,-7.32478702346177,-7.29048090012081,-7.40698176690478,-7.43369454055818,-7.53324381106827,-7.47338913924312,-7.42526989089892,-7.5616817463888,-7.50923527101626,-7.5810998322459
"A31",-6.55921331827359,-6.69183777275967,-6.64385373519576,-6.73044626401173,-6.92084051853079,-6.82894409855785,-6.9846363233181,-6.87722607394731,-6.99113688792119,-6.96644427533082,-6.95066277999341,-6.94338245662529,-7.16393868437455,-7.18087720010259,-7.12094849944318,-7.16264752861093,-7.132149612198,-7.19677157444705,-7.2142804392354,-7.16782218440094,-7.21564005875144,-7.12466828054571,-7.1665260079395,-7.15110153761387,-7.18746918178474,-7.07854359996242,-7.1074264741112,-7.06440908902751,-7.17825252667982,-7.16912004311654,-7.17694276879775,-7.11847631029779,-7.14094916614985,-7.24883812816103,-7.22383682595562,-7.30228044705197,-7.28609171970205,-7.28609171970205,-7.21292266577494,-7.3232707229438,-7.34471105418167,-7.35404238161056,-7.47163012383794,-7.47515125423652,-7.41858090274813,-7.49115159558296,-7.54263355141811,-7.52024455652463,-7.59293428989291,-7.53324381106827
"A32",-6.56487504606559,-6.59953555531281,-6.68781685861688,-6.69183777275967,-6.77147766068959,-6.85991794956798,-6.82617529198971,-6.86949656686505,-6.91075978800244,-6.93924594607351,-6.90775527898214,-6.93307308696643,-6.98679848632259,-7.07380986331222,-7.07262992217237,-7.0655793641757,-7.05857816871672,-7.08329985149707,-7.11477944841646,-7.10620621770598,-7.18746918178474,-7.12964961089591,-7.09047691579743,-7.10012717162959,-7.10987146310427,-7.0667510104726,-7.01534048966207,-7.04931884330392,-7.0856864874748,-7.09408485717363,-7.06207263936649,-7.12591128878531,-7.19410490620014,-7.17432838822368,-7.14221259019662,-7.16393868437455,-7.1665260079395,-7.16912004311654,-7.1821921246839,-7.25731275515201,-7.34007784126018,-7.34007784126018,-7.38740528527968,-7.40369229025438,-7.3650401358201,-7.47868482681783,-7.49115159558296,-7.46288116164471,-7.49294531803699,-7.44904011023284
"A33",-6.45159705655845,-6.53481336257953,-6.59513672124032,-6.64231881547768,-6.65156387362173,-6.6703144229671,-6.7706054408349,-6.79979813747704,-6.84384195323848,-6.86278191333941,-6.86373839356536,-6.88111334803572,-6.88991536085381,-6.87238813514485,-6.92693809839891,-7.06440908902751,-7.0989157844433,-7.01980478279076,-7.09529040282898,-7.08091889799133,-7.1074264741112,-7.09167811714307,-7.11847631029779,-7.07380986331222,-7.09167811714307,-7.01422752349265,-6.98788132346142,-7.01980478279076,-7.01757014498934,-6.99222443560859,-6.95170716651132,-7.06792403113496,-7.06324018182253,-7.13465587917406,-7.18087720010259,-7.19144533016438,-7.27303859745747,-7.17694276879775,-7.1717208248166,-7.32782653947966,-7.26157715393846,-7.23487142067933,-7.33853819507459,-7.341619861612,-7.4559366892919,-7.30823284557926,-7.40041359879268,-7.29931748192131,-7.3841794760308,-7.46462484124953
"A34",-6.40819284749486,-6.44339252962649,-6.4897030553685,-6.58277742178666,-6.62483452363207,-6.6195733314887,-6.65855419334864,-6.78024195868318,-6.75589292967289,-6.8206605721312,-6.79890087407006,-6.85706216466662,-6.84384195323848,-6.86182634709374,-6.92185420336164,-6.9402784706877,-7.04357500212467,-7.01200530035594,-6.97496402867559,-7.04931884330392,-6.98896533440768,-7.06440908902751,-6.99331316734378,-7.09047691579743,-6.99658649268875,-6.93409925432174,-6.95484688651599,-6.93615475350384,-7.05162564940184,-7.01868683968942,-6.97389508148668,-6.93512647577827,-6.99987056788994,-7.04472113405529,-7.05278105103239,-7.0856864874748,-7.06792403113496,-7.08807883311342,-7.04014446702788,-7.25731275515201,-7.32934976902018,-7.19944537283146,-7.22796054313948,-7.297839285052,-7.27016089762985,-7.37616018686418,-7.38740528527968,-7.29636327002388,-7.34007784126018,-7.297839285052
"A35",-6.27648350214028,-6.35732440062379,-6.41917526416347,-6.46821085722111,-6.53274937835868,-6.58494740455498,-6.57845153183954,-6.62107370686394,-6.76106089983133,-6.76278950873195,-6.73044626401173,-6.69749435349894,-6.7430886574269,-6.79442659367513,-6.86182634709374,-6.84948637085816,-6.9027677374711,-6.91881622634156,-6.98355699239842,-6.95694552317291,-6.97817774327868,-6.93718408967295,-6.90575727631946,-6.91780561483564,-6.98571682045185,-6.91780561483564,-6.83172059270614,-6.90875577931572,-6.8733538522648,-6.9846363233181,-6.94753614899398,-6.92795798629966,-6.85896511481271,-6.96750528338791,-6.99222443560859,-7.04701734631564,-7.02204442538426,-7.09288076310883,-7.02428909523809,-7.11232244472341,-7.12218688969433,-7.22383682595562,-7.22383682595562,-7.26872514720375,-7.30972649783605,-7.27881896037297,-7.34471105418167,-7.28026928695062,-7.23764920024323,-7.31122238442763
"A36",-6.27595172866324,-6.21661010109286,-6.43525476953781,-6.4309001747873,-6.41978894936223,-6.48904494412395,-6.57486086370881,-6.50965052528027,-6.63849179205437,-6.69587491994664,-6.61136126592833,-6.66245892302679,-6.67664355801875,-6.71630881441118,-6.77760459451709,-6.77936206421374,-6.84854341935029,-6.83357588080789,-6.80159508315375,-6.89582670811686,-6.81974440165942,-6.85137494554603,-6.8733538522648,-6.83916248751653,-6.93000088792946,-6.82433367084306,-6.84571988806268,-6.90077966524571,-6.80429657061391,-6.81062856825141,-6.81882906978774,-6.8561120458303,-6.90475977000234,-6.96644427533082,-6.92490143781711,-6.95694552317291,-7.00757561426435,-6.99767998651012,-6.99658649268875,-7.05625528730058,-7.08329985149707,-7.16135803778106,-7.14855376553507,-7.20616131479689,-7.2210970982145,-7.26157715393846,-7.28317626574192,-7.25165503143215,-7.3370009157557,-7.26157715393846
"A37",-6.0919480856863,-6.18650666831132,-6.21410822338054,-6.37067728407208,-6.30891877789343,-6.44527991615719,-6.41366897922044,-6.47792281442568,-6.4897030553685,-6.5479851301361,-6.6407862481279,-6.55709840736897,-6.62860953755264,-6.62032323778557,-6.68141683677141,-6.68141683677141,-6.76973398108476,-6.72543372218818,-6.76019771462452,-6.77235064197593,-6.77409889416946,-6.84478047982075,-6.77760459451709,-6.8206605721312,-6.74989719436656,-6.71465864902022,-6.76106089983133,-6.76538803769521,-6.77235064197593,-6.82617529198971,-6.80339526365789,-6.72960909359866,-6.79442659367513,-6.85421451205411,-6.87045949423844,-6.85801318708732,-6.87045949423844,-6.92490143781711,-6.86087169308329,-7.02766557565469,-7.02766557565469,-7.13089883029635,-7.12094849944318,-7.08449245748219,-7.19677157444705,-7.18614730452683,-7.20481451324652,-7.19543735143392,-7.1460124681064,-7.1665260079395
"A38",-6.04740017943829,-6.11114939005396,-6.15069477267854,-6.20812913232448,-6.27701555855081,-6.28717879125703,-6.34699728646794,-6.32498115590356,-6.37243218361576,-6.42347899044968,-6.38896148556697,-6.48118120766374,-6.51099461150412,-6.56274813991109,-6.59513672124032,-6.59221487840196,-6.69992843177982,-6.67505751486312,-6.69506618557179,-6.65388855502509,-6.70318311325336,-6.76799333660698,-6.68861974906547,-6.73970169398589,-6.75331892567772,-6.64462207945177,-6.62936625344195,-6.66089520105061,-6.64462207945177,-6.70890442023697,-6.68861974906547,-6.72960909359866,-6.70890442023697,-6.76278950873195,-6.7279368524063,-6.78997224332575,-6.79621390424923,-6.8561120458303,-6.86853456582886,-6.91881622634156,-6.97603411973543,-6.99549419329014,-7.12964961089591,-7.09047691579743,-7.0989157844433,-7.08688194487957,-7.13089883029635,-7.19144533016438,-7.14347761250321,-7.06324018182253
"A39",-5.91080664409053,-5.99066486693742,-6.06060028594284,-6.08445741395715,-6.16581793425276,-6.22921425081155,-6.32163667118072,-6.32330751534553,-6.29311032657715,-6.37184687484868,-6.26327327040347,-6.35905600278806,-6.50763777720057,-6.43152109998577,-6.47922489794298,-6.53206232920764,-6.54172424011938,-6.57056901162727,-6.60617030136136,-6.6106180477596,-6.58639668017097,-6.65621865316671,-6.69345067633513,-6.58712210639067,-6.68861974906547,-6.65699656063495,-6.56416557459206,-6.59660085034521,-6.6076506865318,-6.62332849925103,-6.62860953755264,-6.66167675638543,-6.62634281954395,-6.65311306060856,-6.68141683677141,-6.7279368524063,-6.68381204749736,-6.75331892567772,-6.72210593209551,-6.84760135616239,-6.85991794956798,-6.92693809839891,-6.95589565431007,-7.00647125192129,-7.00536810784914,-7.07262992217237,-7.01200530035594,-7.08688194487957,-7.04701734631564,-7.05047158118373
"A40",-5.8341189763842,-5.87706500679949,-5.94955514403077,-5.97519757464411,-6.06489582519387,-6.07050775444843,-6.17059121300542,-6.17011285853564,-6.22870702280169,-6.16439038226157,-6.1918686114527,-6.19529578738982,-6.26432369066812,-6.37243218361576,-6.35963387047245,-6.4707915038146,-6.46306945772069,-6.45413512898693,-6.49763435933778,-6.4611482275428,-6.49102057861574,-6.52794991765455,-6.50162372633081,-6.59221487840196,-6.60395382465047,-6.50696776042508,-6.51706545645613,-6.53000400944149,-6.48838726570498,-6.50897915902477,-6.47532372264416,-6.52794991765455,-6.5585078508722,-6.57557796664381,-6.58277742178666,-6.62558838721847,-6.62558838721847,-6.58422355363666,-6.65388855502509,-6.78553764625789,-6.76019771462452,-6.80700537588199,-6.82986874032507,-6.94753614899398,-6.90775527898214,-6.97817774327868,-6.94753614899398,-6.99440308570781,-6.97389508148668,-6.90575727631946
"A41",-5.75940089841921,-5.7644883497736,-5.88890795878289,-5.88963024122671,-5.95571137740216,-6.0507900131928,-6.08007720546459,-6.11521535454416,-6.13302811142977,-6.19627714173747,-6.12111775533485,-6.15728303180292,-6.18747943103394,-6.24455197479526,-6.35042782156473,-6.3105684895681,-6.40455868238064,-6.37712702791997,-6.40637411404415,-6.40395427015311,-6.44150869861411,-6.42409532328892,-6.45795435705392,-6.4707915038146,-6.50496039942985,-6.39194211370511,-6.42594660428664,-6.45350000670454,-6.44213624805423,-6.45350000670454,-6.40697999106965,-6.46821085722111,-6.4611482275428,-6.53343689987081,-6.47792281442568,-6.50496039942985,-6.51032234257124,-6.63467935891972,-6.5479851301361,-6.66873837851164,-6.75847357626638,-6.72210593209551,-6.7430886574269,-6.81153642124159,-6.84478047982075,-6.86757348934931,-6.91075978800244,-6.85043021236287,-6.92084051853079,-6.88403875236482
"A42",-5.67519501780429,-5.68928802850575,-5.7132269334842,-5.82527237224391,-5.85065967051696,-5.87670830980979,-5.99667811416087,-5.97519757464411,-6.03939508086553,-6.03813695530641,-6.02398773881354,-6.0310373222278,-6.14835230264513,-6.11521535454416,-6.20218557842363,-6.25179088954991,-6.23583173487382,-6.29581815384774,-6.3007107974756,-6.27382745808216,-6.32275025704189,-6.32108034293271,-6.33847208564458,-6.35444504360999,-6.38243520906569,-6.34928300174879,-6.32833686375053,-6.31774885734171,-6.38007253814972,-6.34414746977718,-6.30343931212881,-6.32330751534553,-6.35963387047245,-6.40758623540468,-6.41917526416347,-6.47014571754741,-6.45540658497512,-6.49366084417592,-6.44150869861411,-6.58567177981302,-6.59440545978178,-6.68942328466515,-6.7064484222771,-6.73464266127349,-6.7706054408349,-6.80339526365789,-6.84948637085816,-6.80429657061391,-6.86087169308329,-6.75589292967289
"A43",-5.63462961596788,-5.6187981507512,-5.66880150576096,-5.64759119500646,-5.755602223386,-5.75844987599851,-5.8205410352664,-5.90125827922183,-5.91191426834997,-6.04233687748174,-5.97283908298482,-5.96970305532647,-6.00718750757322,-6.06231628807993,-6.08314133567989,-6.07702243546963,-6.19089157180488,-6.15069477267854,-6.16581793425276,-6.19431539515443,-6.1957863441816,-6.26959240675495,-6.22668067965646,-6.26327327040347,-6.28879299661157,-6.26537521547584,-6.22314442944448,-6.3244229644294,-6.27276701259572,-6.27542023781895,-6.26748158802926,-6.3105684895681,-6.3613694798176,-6.33903817680037,-6.31996861408002,-6.36834219836423,-6.34642667304304,-6.39373476431963,-6.36543098815677,-6.42163226785652,-6.50763777720057,-6.5585078508722,-6.63620258846024,-6.62332849925103,-6.70236844925719,-6.71465864902022,-6.71218849543816,-6.69264389936519,-6.76625571670844,-6.68381204749736
"A44",-5.5570880955054,-5.59510745803054,-5.58307039949394,-5.62515615420101,-5.63239247856953,-5.65213924150436,-5.72021678111963,-5.77441955425564,-5.84823037902207,-5.86043628470158,-5.85344324921061,-5.86184077931448,-5.91635707462118,-5.9204470598727,-6.04402179784666,-5.9962761041052,-6.03186996174302,-6.17106979640771,-6.02895875153556,-6.1035140509166,-6.09283304149627,-6.09239046569794,-6.13487313040334,-6.13996455542643,-6.19676818029386,-6.11024808309795,-6.10127941311519,-6.13533491752768,-6.20317372079653,-6.17875844552849,-6.14461572660216,-6.19040340972537,-6.14414963477363,-6.18845314094534,-6.244036909113,-6.29798970736124,-6.28181684811564,-6.32665760223081,-6.31332407136135,-6.37536387730159,-6.42347899044968,-6.40455868238064,-6.48183416230659,-6.57701371706991,-6.62936625344195,-6.59002908518198,-6.66011425606754,-6.62257633674847,-6.65544135036815,-6.65233816711763
"A45",-5.47243268679489,-5.53252186522167,-5.48296161871164,-5.46649935978827,-5.53125876034236,-5.61494776095571,-5.60919983217025,-5.66187307157899,-5.68928802850575,-5.73589252857443,-5.73713245433775,-5.76832099579377,-5.8643034014913,-5.81784743094417,-5.86043628470158,-5.92417980030239,-5.88099709408201,-5.97559119795169,-6.03562544289375,-5.95725637577825,-5.98986582574428,-6.01411923767279,-5.99426847444072,-6.02274883714775,-6.05333995082607,-6.03478967184636,-6.01739792913449,-6.04909365994462,-6.05546987708389,-6.10127941311519,-6.00759392903787,-6.05121455151376,-6.09327581325467,-6.10575369351011,-6.17490673157064,-6.24455197479526,-6.17875844552849,-6.22566904578162,-6.24095207376179,-6.33790631476668,-6.32052432401374,-6.37536387730159,-6.45604291970865,-6.46050863685902,-6.44843349808326,-6.50965052528027,-6.53688161564359,-6.49366084417592,-6.58857453947098,-6.56914247786181
"A46",-5.43574204245971,-5.461542427651,-5.46555328592395,-5.46248471276195,-5.46201345921883,-5.51971244732813,-5.48802614177601,-5.51721992360499,-5.57882523525182,-5.59537660081241,-5.65957421999188,-5.69135995465764,-5.72787027018529,-5.74335524977602,-5.82189056313653,-5.79952274693704,-5.90272133727359,-5.82493367622035,-5.86113828543241,-5.9665768316002,-5.82866565680289,-5.91858590169541,-5.91117571587918,-5.93508421367187,-5.95996588004861,-5.91191426834997,-5.89252459925308,-5.9759849762596,-5.95725637577825,-5.97480410621487,-5.96307147260676,-5.95725637577825,-5.98986582574428,-6.00272773938669,-6.06274574911295,-6.07833048012964,-6.09904975778792,-6.13164657770784,-6.13118649028312,-6.20119841151227,-6.23379091783897,-6.2606520369236,-6.30016598678384,-6.29962147274915,-6.38184401779811,-6.41244946687418,-6.45350000670454,-6.41978894936223,-6.41305903714603,-6.4766224241254
"A47",-5.35976732886426,-5.36083127193728,-5.37866011923057,-5.38496517327371,-5.34940015677735,-5.37584656905727,-5.38496517327371,-5.40902548853246,-5.47888047032713,-5.51175814240086,-5.49457558908086,-5.57565314694567,-5.56960129319018,-5.65413553476679,-5.72357710198438,-5.73496359213978,-5.75591822907673,-5.78901361901886,-5.73310830403803,-5.75749975716219,-5.82425662812408,-5.80980987930173,-5.78412522733874,-5.84373443508365,-5.84580697468562,-5.81919332616753,-5.8021673765776,-5.8544890920809,-5.87350374947442,-5.89216234603412,-5.91302312080142,-5.89324949961103,-5.90638837475286,-5.92792652630399,-5.92942915618853,-6.01085126090817,-5.99466967805693,-6.03186996174302,-6.04909365994462,-6.11340621791322,-6.0906221186412,-6.23481080573971,-6.1782761691748,-6.25699381491863,-6.29907725504864,-6.33508225189007,-6.30180131012457,-6.33170387029844,-6.34471678376921,-6.28825463859049
"A48",-5.29552127924604,-5.2873774265097,-5.30614794566323,-5.33518884132394,-5.33622693962126,-5.34185136857177,-5.31201069368004,-5.32609974756049,-5.37239456994435,-5.38671151731063,-5.41575046344013,-5.48248061822136,-5.53328049466759,-5.54883211465838,-5.65900033188431,-5.65356475849558,-5.68545151797148,-5.65185438179584,-5.6845682557324,-5.64475913420674,-5.68663041583864,-5.78152782328105,-5.67170258119279,-5.73187335482273,-5.75940089841921,-5.70328259961455,-5.71565264722669,-5.74023901166682,-5.80914299031403,-5.85100719441273,-5.79425437782028,-5.82662830465505,-5.7945828389827,-5.8406336574054,-5.85483794957616,-5.89216234603412,-5.93395064090738,-5.94610884538718,-5.96735747176475,-6.02274883714775,-6.07180729979052,-6.07658680052482,-6.1792409545849,-6.12568188922779,-6.1587004664839,-6.19824274433593,-6.22062617074775,-6.21310922229846,-6.24043885845671,-6.1918686114527
"A49",-5.19089896978077,-5.23121962301554,-5.24155903272943,-5.2581355769152,-5.23703413813114,-5.26720637152298,-5.27206499540397,-5.25755937407587,-5.29751768637747,-5.30232538794558,-5.2873774265097,-5.36509840023839,-5.37584656905727,-5.45590728712281,-5.49141679651387,-5.59699298047468,-5.6021288209297,-5.58546624783816,-5.57591710365831,-5.58094556469714,-5.56515160648698,-5.58840232361613,-5.71352982611108,-5.605658076663,-5.64787484271791,-5.60620214631734,-5.59969276613182,-5.65185438179584,-5.67519501780429,-5.68427400826816,-5.69670756098424,-5.77377584647674,-5.73527314174757,-5.75591822907673,-5.80051366361597,-5.77538589351589,-5.82527237224391,-5.83548696565363,-5.84615281594793,-5.89143823304086,-5.94419935464087,-6.00962851773565,-5.97637890968994,-6.04360030152851,-6.05546987708389,-6.10440930612412,-6.11295444469569,-6.15069477267854,-6.12111775533485,-6.11160034834796
