y,age,year
-6.3367757323964,0,2019
-8.06930736742412,1,2019
-8.69154657856101,2,2019
-8.96348029404466,3,2019
-9.14268172350237,4,2019
-9.26163366636373,5,2019
-9.49802244442796,6,2019
-9.56701531591492,7,2019
-9.96536295625422,8,2019
-9.8081773727318,9,2019
-9.86426683938285,10,2019
-9.64112328806864,11,2019
-9.61081793857331,12,2019
-9.34960243930969,13,2019
-9.27221577569427,14,2019
-8.99522899235924,15,2019
-9.05333662316652,16,2019
-8.88825687280707,17,2019
-8.70352276960773,18,2019
-8.63372700767219,19,2019
-8.56848648580379,20,2019
-8.47317630599946,21,2019
-8.37309284744248,22,2019
-8.41734785644652,23,2019
-8.52724352726974,24,2019
-8.49250057882587,25,2019
-8.36447210439857,26,2019
-8.20603876277931,27,2019
-8.45892428329226,28,2019
-8.28608147045285,29,2019
-8.24335652578651,30,2019
-8.14908386985184,31,2019
-8.03785823474162,32,2019
-8.03476704217194,33,2019
-7.91561320438178,34,2019
-7.80424338356011,35,2019
-7.73786831461524,36,2019
-7.74477282996178,37,2019
-7.67994566688253,38,2019
-7.61500138392158,39,2019
-7.47163012383794,40,2019
-7.34936583372665,41,2019
-7.297839285052,42,2019
-7.25731275515201,43,2019
-7.10864822136153,44,2019
-6.99987056788994,45,2019
-6.93718408967295,46,2019
-6.83079423784601,47,2019
-6.70155444839824,48,2019
-6.6143396746826,49,2019
-6.56062574788694,50,2019
-6.46499438613028,51,2019
-6.39853093658312,52,2019
-6.30727178328561,53,2019
-6.27648350214028,54,2019
-6.21661010109286,55,2019
-6.13950062593539,56,2019
-6.01904131487822,57,2019
-5.94840505764753,58,2019
-5.84823037902207,59,2019
-5.83925861421865,60,2019
-5.75370828342593,61,2019
-5.67402951650685,62,2019
-5.60756361691566,63,2019
-5.53606707025161,64,2019
-5.43988093086982,65,2019
-5.34436130504944,66,2019
-5.25391777925135,67,2019
-5.15560326434886,68,2019
-5.06229707742015,69,2019
-4.98613782249587,70,2019
-4.87383425260411,71,2019
-4.74156281089365,72,2019
-4.74489212916323,73,2019
-4.57687431683324,74,2019
-4.41977003958454,75,2019
-4.35916985253095,76,2019
-4.20525377681034,77,2019
-4.08488940345135,78,2019
-3.96284272775812,79,2019
-3.82309679623374,80,2019
-3.65031280096512,81,2019
-3.54263422590267,82,2019
-3.36179399288739,83,2019
-3.2271600444559,84,2019
-3.08231465166771,85,2019
-2.91666234657051,86,2019
-2.77449453715188,87,2019
-2.58784343838005,88,2019
-2.48001463522757,89,2019
-2.30623173391424,90,2019
-2.18184642951203,91,2019
-2.03141357266925,92,2019
-1.89462310468729,93,2019
-1.76289216815427,94,2019
-1.64004661562882,95,2019
-1.51781634538688,96,2019
-1.3920146910548,97,2019
-1.28552999157827,98,2019
-1.15528423261843,99,2019
-0.92245842756949,100,2019
-6.35272140055183,0,2020
-8.60602440512285,1,2020
-9.31570088763401,2,2020
-9.24079957946089,3,2020
-9.6566274746046,4,2020
-9.55283068092296,5,2020
-9.6566274746046,6,2020
-9.64112328806864,7,2020
-9.62585581593785,8,2020
-9.92369025985365,9,2020
-9.77245929012972,10,2020
-10.031320924046,11,2020
-9.49802244442796,12,2020
-9.25116236649644,13,2020
-9.48477721767794,14,2020
-9.12416267573513,15,2020
-8.96348029404466,16,2020
-8.56323712991764,17,2020
-8.44953454294242,18,2020
-8.71564413014008,19,2020
-8.42188301161191,20,2020
-8.35592504382011,21,2020
-8.2170885989659,22,2020
-8.50230457892249,23,2020
-8.21339173708457,24,2020
-8.23956145481796,25,2020
-8.35592504382011,26,2020
-8.27033311348471,27,2020
-8.22826189956402,28,2020
-8.18429877614291,29,2020
-8.2023824515762,30,2020
-8.18429877614291,31,2020
-8.24335652578651,32,2020
-8.07250737015479,33,2020
-7.91561320438178,34,2020
-7.91287722456291,35,2020
-7.71071732554929,36,2020
-7.68211251496763,37,2020
-7.5752347127935,38,2020
-7.60893463123935,39,2020
-7.37616018686418,40,2020
-7.37936018959485,41,2020
-7.297839285052,42,2020
-7.25589532047103,43,2020
-7.08091889799133,44,2020
-6.99440308570781,45,2020
-6.9147798939191,46,2020
-6.82986874032507,47,2020
-6.74989719436656,48,2020
-6.63391861335241,49,2020
-6.51977548521499,50,2020
-6.46821085722111,51,2020
-6.35100072332775,52,2020
-6.31719468719729,53,2020
-6.25803765634953,54,2020
-6.20663992877301,55,2020
-6.11702777008333,56,2020
-6.02564199890957,57,2020
-6.04613194845029,58,2020
-5.90970024530534,59,2020
-5.87314832028994,60,2020
-5.81482577344953,61,2020
-5.694921846224,62,2020
-5.60701880622389,63,2020
-5.53937033840581,64,2020
-5.46697273257818,65,2020
-5.40057160058679,66,2020
-5.25871211195568,67,2020
-5.18427465050738,68,2020
-5.10357328975553,69,2020
-4.98540624005048,70,2020
-4.89191936039127,71,2020
-4.78945366609559,72,2020
-4.67355609885456,73,2020
-4.65793825152675,74,2020
-4.45959906266887,75,2020
-4.34272900140211,76,2020
-4.2770181809826,77,2020
-4.09384468718045,78,2020
-3.97965965414396,79,2020
-3.83016655895831,80,2020
-3.72707988792924,81,2020
-3.54963938702243,82,2020
-3.44255076734569,83,2020
-3.25761665318463,84,2020
-3.13020124842856,85,2020
-2.9786588573647,86,2020
-2.81812179649016,87,2020
-2.66552246219143,88,2020
-2.50732405263215,89,2020
-2.36987940784542,90,2020
-2.21391509228155,91,2020
-2.10093487741839,92,2020
-1.9469967391806,93,2020
-1.81608085073321,94,2020
-1.69866811282915,95,2020
-1.57312526977578,96,2020
-1.45212651864431,97,2020
-1.33290526446099,98,2020
-1.25155020419138,99,2020
-0.97590627438382,100,2020
-6.42286303724265,0,2021
-8.31017902203191,1,2021
-9.10598035665194,2,2021
-9.31570088763401,3,2021
-9.31570088763401,4,2021
-9.6566274746046,5,2021
-9.90348755253613,6,2021
-9.68837617291918,7,2021
-9.8081773727318,8,2021
-9.90348755253613,9,2021
-9.96536295625422,10,2021
-9.84521864441215,11,2021
-9.52505111681588,12,2021
-9.25116236649644,13,2021
-9.10598035665194,14,2021
-8.91767075801336,15,2021
-8.92516142974252,16,2021
-8.52724352726974,17,2021
-8.6856118430412,18,2021
-8.55282036905939,19,2021
-8.38616492900983,20,2021
-8.16653631980307,21,2021
-8.17360348702616,22,2021
-8.37743124904108,23,2021
-8.25482892694875,24,2021
-8.31017902203191,25,2021
-8.1987394602977,26,2021
-8.31017902203191,27,2021
